GeneID	ExpectedReadCount	TPM
Gene00102	384	10.46
Gene00103	7	0.86
Gene00104	0	0
Gene00105	2	0.06
Gene00106	0	0
Gene00107	0	0
Gene00108	0	0
Gene00109	0	0
Gene00110	630	14.17
Gene00111	48	6.03
Gene00112	34	7.11
Gene00113	0	0
Gene00114	0	0
Gene00115	983	29.92
Gene00116	1	0.01
Gene00117	3.74	1.21
Gene00118	0	0
Gene00119	0	0
Gene00120	6	0.46
Gene00121	58.87	1.7
Gene00122	0	0
Gene00123	566	24.3
Gene00124	21.68	9.38
Gene00125	29	2.82
Gene00126	4	1.91
Gene00127	0	0
Gene00128	0	0
Gene00129	106	2.71
Gene00130	0	0
Gene00131	0	0
Gene00132	0	0
Gene00133	33	4.38
Gene00134	7	1.06
Gene00135	0	0
Gene00136	0	0
Gene00137	0	0
Gene00138	0	0
Gene00139	1.44	7.64
Gene00140	0	0
Gene00141	112.23	18.1
Gene00142	98.77	24.86
Gene00143	337	21.1
Gene00144	2	0.33
Gene00145	130.2	12.73
Gene00146	101.36	9.98
Gene00147	143	5.48
Gene00148	0	0
Gene00149	0	0
Gene00150	0	0
Gene00151	0	0
Gene00152	146	4.43
Gene00153	0	0
Gene00154	0	0
Gene00155	0	0
Gene00156	0	0
Gene00157	0	0
Gene00158	14	10.6
Gene00159	0	0
Gene00160	0	0
Gene00161	526	28.21
Gene00162	0	0
Gene00163	0	0
Gene00164	196	10.67
Gene00165	0	0
Gene00166	0	0
Gene00167	0	0
Gene00168	0	0
Gene00169	8	0.58
Gene00170	0	0
Gene00171	0	0
Gene00172	0	0
Gene00173	0	0
Gene00174	0	0
Gene00175	64	7.39
Gene00176	237	8.57
Gene00177	205	12.04
Gene00178	0	0
Gene00179	820	11.57
Gene00180	68	2.66
Gene00181	751	13.36
Gene00182	101	4.68
Gene00183	1	0.04
Gene00184	0	0
Gene00185	8	1.3
Gene00186	28	2.6
Gene00187	0	0
Gene00188	188	8.17
Gene00189	729	22.77
Gene00190	233	20.69
Gene00191	140	16.43
Gene00192	0	0
Gene00193	0	0
Gene00194	6	0.13
Gene00195	546	7.75
Gene00196	169	9.49
Gene00197	113	5.13
Gene00198	0	0
Gene00199	167	18.98
Gene00200	359	9.23
Gene00201	134	3.57
Gene00202	0	0
Gene00203	1891	112.44
Gene00204	275	14.8
Gene00205	0	0
Gene00206	0	0
Gene00207	0	0
Gene00208	110	4.25
Gene00209	0	0
Gene00210	0	0
Gene00211	0	0
Gene00212	0	0
Gene00213	0	0
Gene00214	0	0
Gene00215	65	11.38
Gene00216	0	0
Gene00217	17.68	0.54
Gene00218	0	0
Gene00219	2456	39.54
Gene00220	19.82	0.61
Gene00221	0	0
Gene00222	0	0
Gene00223	0	0
Gene00224	34	10.13
Gene00225	0	0
Gene00226	0	0
Gene00227	51	9.11
Gene00228	0	0
Gene00229	11	4.8
Gene00230	0	0
Gene00231	1	0.24
Gene00232	0	0
Gene00233	1	0.47
Gene00234	44	0.99
Gene00235	31	4.15
Gene00236	0	0
Gene00237	29	2.38
Gene00238	35	3.51
Gene00239	0	0
Gene00240	1	0.33
Gene00241	155	5.8
Gene00242	226	26.53
Gene00243	161	16.82
Gene00244	11.18	1.75
Gene00245	336	55.43
Gene00246	632	53.45
Gene00247	266	9.85
Gene00248	3.5	0.1
Gene00249	13.16	0.9
Gene00250	0	0
Gene00251	1	0.05
Gene00252	0	0
Gene00253	0	0
Gene00254	190	7.24
Gene00255	7	0.3
Gene00256	46	1.96
Gene00257	26	1.93
Gene00258	68	2.95
Gene00259	0	0
Gene00260	3	0.18
Gene00261	0	0
Gene00262	0	0
Gene00263	0	0
Gene00264	0	0
Gene00265	43.86	4.32
Gene00266	91.14	9.18
Gene00267	0	0
Gene00268	3	0.38
Gene00269	11.49	3.52
Gene00270	91.51	6.95
Gene00271	107	7.64
Gene00272	3	0.38
Gene00273	0	0
Gene00274	2	0.2
Gene00275	0	0
Gene00276	5.33	1.82
Gene00277	5.33	1.82
Gene00278	4.22	3.24
Gene00279	0	0
Gene00280	28.6	12.73
Gene00281	69.23	9.39
Gene00282	11.83	0.31
Gene00283	0	0
Gene00284	3	0.88
Gene00285	1	0.41
Gene00286	17.67	5.99
Gene00287	0	0
Gene00288	40.24	7.88
Gene00289	6.76	2.84
Gene00290	26.79	4.1
Gene00291	1.67	1.83
Gene00292	9	1.23
Gene00293	0	0
Gene00294	729.73	391.35
Gene00295	7.77	2.03
Gene00296	4021.91	624.95
Gene00297	0	0
Gene00298	10	0.64
Gene00299	6	1.1
Gene00300	0	0
Gene00301	68.92	7.63
Gene00302	0	0
Gene00303	0	0
Gene00304	0	0
Gene00305	0	0
Gene00306	0	0
Gene00307	0.39	3.58
Gene00308	0	0
Gene00309	6	0.23
Gene00310	0	0
Gene00311	93.44	10.62
Gene00312	142	88.9
Gene00313	15.42	1.52
Gene00314	12.65	1.43
Gene00315	1.71	1.94
Gene00316	1.01	1.15
Gene00317	7.93	0.97
Gene00318	0	0
Gene00319	5.13	0.43
Gene00320	11.01	0.54
Gene00321	14.51	1.34
Gene00322	0	0
Gene00323	0	0
Gene00324	1	0.78
Gene00325	95	12.97
Gene00326	51	7.08
Gene00327	0	0
Gene00328	283.23	9.62
Gene00329	28	5.51
Gene00330	22	8.4
Gene00331	205	20.65
Gene00332	0	0
Gene00333	38.58	4.41
Gene00334	61.79	7.48
Gene00335	0	0
Gene00336	4.34	1.07
Gene00337	14	1.62
Gene00338	12	0.35
Gene00339	0	0
Gene00340	0	0
Gene00341	0	0
Gene00342	6	4.06
Gene00343	36.08	7.4
Gene00344	0	0
Gene00345	225.5	6.78
Gene00346	0	0
Gene00347	0	0
Gene00348	0	0
Gene00349	0	0
Gene00350	0	0
Gene00351	0	0
Gene00352	1	1.87
Gene00353	0	0
Gene00354	0	0
Gene00355	5.34	1.08
Gene00356	44.66	5.21
Gene00357	42	7.21
Gene00358	41	7.55
Gene00359	39.11	12.4
Gene00360	1.89	1.76
Gene00361	0	0
Gene00362	0	0
Gene00363	0	0
Gene00364	112	1.51
Gene00365	107.75	4.54
Gene00366	0	0
Gene00367	0	0
Gene00368	185	22.59
Gene00369	1	0.06
Gene00370	0	0
Gene00371	349	26.24
Gene00372	23	5.86
Gene00373	20	10.05
Gene00374	158	4.32
Gene00375	0	0
Gene00376	11	1.68
Gene00377	11.22	1.71
Gene00378	15	1.2
Gene00379	25	9.24
Gene00380	620.83	32.88
Gene00381	2	0.26
Gene00382	0	0
Gene00383	2846	58.97
Gene00384	93	7.51
Gene00385	899	22.38
Gene00386	39	5.5
Gene00387	11	1.14
Gene00388	227	29.31
Gene00389	600	31.82
Gene00390	251.97	23.1
Gene00391	9.12	1.35
Gene00392	9.12	1.35
Gene00393	21	0.43
Gene00394	0	0
Gene00395	0	0
Gene00396	511	9.35
Gene00397	73	16.13
Gene00398	332	22.9
Gene00399	75	6.89
Gene00400	36	1.59
Gene00401	4.83	2.71
Gene00402	112.09	5.24
Gene00403	0	0
Gene00404	0	0
Gene00405	5	14.72
Gene00406	0	0
Gene00407	0	0
Gene00408	0	0
Gene00409	755	20.15
Gene00410	5177	171.12
Gene00411	14	6.68
Gene00412	44	1.77
Gene00413	0	0
Gene00414	23	0.69
Gene00415	2	0.3
Gene00416	10	1.12
Gene00417	28	7.71
Gene00418	50	8.68
Gene00419	2	17.57
Gene00420	249	12.77
Gene00421	0	0
Gene00422	267.75	7.94
Gene00423	281.25	4.84
Gene00424	1	0.07
Gene00425	56	2.14
Gene00426	2	7.04
Gene00427	124	6.42
Gene00428	0	0
Gene00429	57	10.36
Gene00430	105	7.36
Gene00431	8	0.37
Gene00432	2	0.63
Gene00433	796	11.44
Gene00434	282.87	13.19
Gene00435	0	0
Gene00436	117.13	14.38
Gene00437	0	0
Gene00438	3	0.41
Gene00439	0	0
Gene00440	170	12.45
Gene00441	0	0
Gene00442	652	23.34
Gene00443	27	0.91
Gene00444	273	10.66
Gene00445	0	0
Gene00446	47	5.1
Gene00447	25.49	1.84
Gene00448	0	0
Gene00449	85	19.37
Gene00450	639	17.05
Gene00451	10	1.29
Gene00452	50	3.2
Gene00453	0	0
Gene00454	38.66	2.89
Gene00455	65.34	5.91
Gene00456	3	0.54
Gene00457	173	8.88
Gene00458	99	19.75
Gene00459	0	0
Gene00460	0	0
Gene00461	0	0
Gene00462	0	0
Gene00463	0	0
Gene00464	0	0
Gene00465	91	7.43
Gene00466	91	14.19
Gene00467	82	16.82
Gene00468	2	0.11
Gene00469	525	26.15
Gene00470	0	0
Gene00471	0	0
Gene00472	10.87	1.53
Gene00473	72	8.62
Gene00474	0	0
Gene00475	36	19.98
Gene00476	358	43.83
Gene00477	115	20.38
Gene00478	39	1.21
Gene00479	0	0
Gene00480	457	10.74
Gene00481	0	0
Gene00482	49	2.14
Gene00483	185	31.87
Gene00484	52	6.84
Gene00485	18	3.64
Gene00486	84	10.4
Gene00487	0	0
Gene00488	0	0
Gene00489	0	0
Gene00490	18	1.21
Gene00491	435	45.77
Gene00492	128	8.74
Gene00493	72	3.85
Gene00494	0	0
Gene00495	9	3.35
Gene00496	2237.98	22.25
Gene00497	302.97	19.66
Gene00498	16	1.47
Gene00499	15	4.01
Gene00500	5	1.16
Gene00501	42	2.59
Gene00502	0	0
Gene00503	10	1.53
Gene00504	267	12.39
Gene00505	0	0
Gene00506	0	0
Gene00507	154	6.2
Gene00508	1	0.15
Gene00509	0	0
Gene00510	95	10.63
Gene00511	0	0
Gene00512	3	0.17
Gene00513	465	33.04
Gene00514	0	0
Gene00515	59	6.76
Gene00516	6	1.24
Gene00517	8	1
Gene00518	2	1.08
Gene00519	113	10.29
Gene00520	0	0
Gene00521	6	0.88
Gene00522	0	0
Gene00523	3	0.2
Gene00524	38	2.55
Gene00525	94	11.31
Gene00526	337	6.25
Gene00527	187.66	6.32
Gene00528	97.34	4.41
Gene00529	577	11.58
Gene00530	54	9.19
Gene00531	19.63	1.83
Gene00532	256.37	3.78
Gene00533	0	0
Gene00534	0	0
Gene00535	89	2.81
Gene00536	0	0
Gene00537	496	12.3
Gene00538	595	16.49
Gene00539	436	55.28
Gene00540	294	8.62
Gene00541	0	0
Gene00542	0	0
Gene00543	2	0.07
Gene00544	0	0
Gene00545	0	0
Gene00546	258	16.29
Gene00547	0	0
Gene00548	29	0.59
Gene00549	66	14.58
Gene00550	48	11.36
Gene00551	156	5.58
Gene00552	193	21.59
Gene00553	364	33.36
Gene00554	0.2	0.04
Gene00555	3.8	0.31
Gene00556	0	0
Gene00557	162	10.88
Gene00558	13	0.65
Gene00559	868	27.11
Gene00560	1696	320.45
Gene00561	0	0
Gene00562	0	0
Gene00563	0	0
Gene00564	22	5.88
Gene00565	0	0
Gene00566	111	48.47
Gene00567	20	2.04
Gene00568	506	27.87
Gene00569	202	21.79
Gene00570	399	15.26
Gene00571	397.9	34.97
Gene00572	110	10.93
Gene00573	13	55.74
Gene00574	199.93	43.07
Gene00575	97	16.38
Gene00576	145	15.72
Gene00577	452	22.89
Gene00578	0	0
Gene00579	1	0.29
Gene00580	36	4.98
Gene00581	2300.21	47.8
Gene00582	204	6.82
Gene00583	0	0
Gene00584	0	0
Gene00585	434	18.58
Gene00586	0	0
Gene00587	0	0
Gene00588	1461	66.34
Gene00589	393	26.81
Gene00590	16	2.93
Gene00591	0	0
Gene00592	44	1.72
Gene00593	377	21.18
Gene00594	159	25.93
Gene00595	16	0.82
Gene00596	86.91	4.23
Gene00597	144.09	5.28
Gene00598	111	4.69
Gene00599	746	20.78
Gene00600	1027	25.7
Gene00601	10	1.95
Gene00602	4	21.29
Gene00603	8	0.3
Gene00604	6	4.06
Gene00605	478	57.37
Gene00606	2	0.06
Gene00607	10	0.99
Gene00608	339	11.22
Gene00609	0	0
Gene00610	5.15	1.03
Gene00611	0	0
Gene00612	229	12.97
Gene00613	104	1.99
Gene00614	0	0
Gene00615	18	0.62
Gene00616	1	0.03
Gene00617	27	17.34
Gene00618	1039	49.06
Gene00619	0	0
Gene00620	4	0.49
Gene00621	33	9.32
Gene00622	41	6.54
Gene00623	0	0
Gene00624	0	0
Gene00625	123	3.73
Gene00626	4	1.4
Gene00627	131	6.79
Gene00628	163	11.58
Gene00629	1063	139.77
Gene00630	0	0
Gene00631	63	5.36
Gene00632	59	35.15
Gene00633	87	36.94
Gene00634	22	5.01
Gene00635	72	22.35
Gene00636	0	0
Gene00637	67	1.78
Gene00638	180	4.58
Gene00639	97	20.39
Gene00640	0	0
Gene00641	3	0.12
Gene00642	46	4.62
Gene00643	35	3.49
Gene00644	18	1.41
Gene00645	1	0.14
Gene00646	25	2.91
Gene00647	478	94.03
Gene00648	1	0.16
Gene00649	149	17.64
Gene00650	650	11.33
Gene00651	264	6.51
Gene00652	0	0
Gene00653	87.36	2
Gene00654	17	0.4
Gene00655	552	44.73
Gene00656	2.47	0.11
Gene00657	26.3	0.61
Gene00658	10.23	0.71
Gene00659	2.66	0.21
Gene00660	4	1.44
Gene00661	66	3.79
Gene00662	2	0.56
Gene00663	2	0.98
Gene00664	24	16.93
Gene00665	163	15.44
Gene00666	117	14.08
Gene00667	18	3.03
Gene00668	509.84	27.34
Gene00669	70	4.51
Gene00670	0	0
Gene00671	377.59	19.8
Gene00672	114	13.16
Gene00673	171	30.06
Gene00674	0	0
Gene00675	268	12.95
Gene00676	9	0.97
Gene00677	62	8.89
Gene00678	66	4.36
Gene00679	0	0
Gene00680	0	0
Gene00681	3	1.88
Gene00682	0	0
Gene00683	100	8.31
Gene00684	35	18.98
Gene00685	55	3.13
Gene00686	0	0
Gene00687	271	12.94
Gene00688	138.71	11.48
Gene00689	1083	13.46
Gene00690	396	26.5
Gene00691	0	0
Gene00692	501	50.6
Gene00693	1	0.19
Gene00694	0	0
Gene00695	89	8.72
Gene00696	0	0
Gene00697	31	5.56
Gene00698	732	79.38
Gene00699	0	0
Gene00700	0	0
Gene00701	51	3.15
Gene00702	160	7.89
Gene00703	1	0.25
Gene00704	7	9.78
Gene00705	0	0
Gene00706	390	13.75
Gene00707	1	0.08
Gene00708	88	5.82
Gene00709	59	2.7
Gene00710	5260.67	135.95
Gene00711	104	7.66
Gene00712	113	13.12
Gene00713	1002	107.02
Gene00714	17	15.8
Gene00715	0	0
Gene00716	1388	76.35
Gene00717	0	0
Gene00718	30	2.22
Gene00719	0	0
Gene00720	6	1.02
Gene00721	112	9.9
Gene00722	38	18.12
Gene00723	1	0.11
Gene00724	35	3.8
Gene00725	77	14.05
Gene00726	12.1	1.17
Gene00727	5	1.64
Gene00728	0	0
Gene00729	906	49.33
Gene00730	0	0
Gene00731	509.04	17.65
Gene00732	93	4.47
Gene00733	21	3.63
Gene00734	597	27.31
Gene00735	179	4
Gene00736	0	0
Gene00737	334	28.64
Gene00738	59	5.53
Gene00739	35	6.56
Gene00740	106	12.65
Gene00741	13	53.51
Gene00742	0	0
Gene00743	0	0
Gene00744	107	8.38
Gene00745	0	0
Gene00746	604	13.38
Gene00747	2629	53.03
Gene00748	922	856.8
Gene00749	0	0
Gene00750	58	4.18
Gene00751	114	6.5
Gene00752	61	5.91
Gene00753	29	1.71
Gene00754	170	4.01
Gene00755	149	37.5
Gene00756	142	9.2
Gene00757	367	10.05
Gene00758	21	1.08
Gene00759	146	45.32
Gene00760	0	0
Gene00761	13.25	13.68
Gene00762	14.75	4.28
Gene00763	9	0.95
Gene00764	0	0
Gene00765	0	0
Gene00766	0	0
Gene00767	0	0
Gene00768	288.34	11.95
Gene00769	3	0.12
Gene00770	2	0.1
Gene00771	255	19.94
Gene00772	0	0
Gene00773	165	21.3
Gene00774	1	0.19
Gene00775	0	0
Gene00776	0	0
Gene00777	0	0
Gene00778	734	21.78
Gene00779	124	6.31
Gene00780	492	35.91
Gene00781	40	13.35
Gene00782	258	7.02
Gene00783	565	33.69
Gene00784	2	2.1
Gene00785	20	2.71
Gene00786	12	6.58
Gene00787	450	26.5
Gene00788	137	12.81
Gene00789	189	12.61
Gene00790	16	2.69
Gene00791	0	0
Gene00792	398	19.04
Gene00793	0	0
Gene00794	60	13.82
Gene00795	60	19.02
Gene00796	3	79.4
Gene00797	69	11.25
Gene00798	81	1.34
Gene00799	0	0
Gene00800	3966	268.36
Gene00801	7	0.87
Gene00802	1251	68.91
Gene00803	470	82.96
Gene00804	201	10.17
Gene00805	193	13
Gene00806	4	0.22
Gene00807	16	2.47
Gene00808	660	19.26
Gene00809	0	0
Gene00810	52	3.52
Gene00811	48	5.06
Gene00812	491	149.27
Gene00813	0	0
Gene00814	0	0
Gene00815	0	0
Gene00816	11	2.52
Gene00817	0	0
Gene00818	21	0.75
Gene00819	3	0.44
Gene00820	19	2.21
Gene00821	11	0.35
Gene00822	54	5.81
Gene00823	4	1.44
Gene00824	3.57	0.17
Gene00825	6.43	0.41
Gene00826	36	6.8
Gene00827	217	38.46
Gene00828	2	0.09
Gene00829	45	7.78
Gene00830	0	0
Gene00831	158	11.38
Gene00832	1	0.44
Gene00833	18	6.87
Gene00834	5	1.12
Gene00835	0	0
Gene00836	433	27.97
Gene00837	5	0.35
Gene00838	7	0.58
Gene00839	0	0
Gene00840	1875	46.4
Gene00841	10	0.93
Gene00842	1317	19.12
Gene00843	0	0
Gene00844	0	0
Gene00845	48	6.03
Gene00846	82	7.48
Gene00847	94	5.73
Gene00848	249	6.35
Gene00849	0	0
Gene00850	0	0
Gene00851	92	10.65
Gene00852	27	1.14
Gene00853	1315.12	195.82
Gene00854	2325.88	375.03
Gene00855	3615.19	152.16
Gene00856	597.81	48.72
Gene00857	55	10.12
Gene00858	5	9.36
Gene00859	3	9.14
Gene00860	5	5.46
Gene00861	232	11.69
Gene00862	0	0
Gene00863	422	20.82
Gene00864	193	12.88
Gene00865	225	15.83
Gene00866	882.29	68.88
Gene00867	0	0
Gene00868	0	0
Gene00869	25	3.34
Gene00870	94	9.68
Gene00871	146	10.43
Gene00872	135	6.44
Gene00873	148	21.73
Gene00874	0	0
Gene00875	0	0
Gene00876	6	0.94
Gene00877	70	14.36
Gene00878	222	23.36
Gene00879	41	1.74
Gene00880	0	0
Gene00881	1189	32.01
Gene00882	257	9.91
Gene00883	0	0
Gene00884	596	20.58
Gene00885	131	16.66
Gene00886	0	0
Gene00887	562	42.48
Gene00888	2112	77.3
Gene00889	837	29.3
Gene00890	0	0
Gene00891	12	0.65
Gene00892	49	30.68
Gene00893	374	13.21
Gene00894	84	6.49
Gene00895	0	0
Gene00896	58	27.66
Gene00897	10	2.32
Gene00898	3	0.15
Gene00899	30	0.53
Gene00900	0	0
Gene00901	2	0.6
Gene00902	329	15.48
Gene00903	109	6.71
Gene00904	48	39.19
Gene00905	121	4.89
Gene00906	0	0
Gene00907	0	0
Gene00908	70	15.54
Gene00909	2	4.18
Gene00910	0	0
Gene00911	4	2.9
Gene00912	27310	853.1
Gene00913	485.81	9.09
Gene00914	22.19	2.56
Gene00915	178	17.93
Gene00916	21	2.18
Gene00917	0	0
Gene00918	134	10.76
Gene00919	22	3.82
Gene00920	9	21.81
Gene00921	7	0.55
Gene00922	1233	121.08
Gene00923	19	2.26
Gene00924	0	0
Gene00925	285	8.79
Gene00926	13	2.08
Gene00927	10	1.35
Gene00928	7457	928.99
Gene00929	23	6.8
Gene00930	98	10.29
Gene00931	19	0.91
Gene00932	2	0.21
Gene00933	34	1.71
Gene00934	319	17.11
Gene00935	60	5.79
Gene00936	8	1.36
Gene00937	0	0
Gene00938	6	0.43
Gene00939	23	1.09
Gene00940	42	1.36
Gene00941	258	28.34
Gene00942	2	0.24
Gene00943	77	3.05
Gene00944	1	0.19
Gene00945	0	0
Gene00946	522	13.53
Gene00947	81	11.02
Gene00948	488	14.97
Gene00949	37	3.94
Gene00950	10	0.54
Gene00951	0	0
Gene00952	7	0.52
Gene00953	23.5	2.65
Gene00954	23.5	2.65
Gene00955	0	0
Gene00956	0	0
Gene00957	94.32	3.33
Gene00958	865	26.1
Gene00959	71	7.1
Gene00960	1	1.25
Gene00961	420	17.77
Gene00962	204	7.05
Gene00963	37	2.54
Gene00964	1	0.02
Gene00965	0	0
Gene00966	1	0.26
Gene00967	22	5.38
Gene00968	622	174.63
Gene00969	79	17.36
Gene00970	53	8.06
Gene00971	4	0.11
Gene00972	9	0.97
Gene00973	381	26.85
Gene00974	0	0
Gene00975	13	3.37
Gene00976	272	25.93
Gene00977	28	2.74
Gene00978	18	2.34
Gene00979	13	0.25
Gene00980	141	18.37
Gene00981	6	3.85
Gene00982	0	0
Gene00983	23	5.11
Gene00984	296	57.44
Gene00985	217	10.45
Gene00986	22	1.29
Gene00987	0	0
Gene00988	0	0
Gene00989	1215	2000.98
Gene00990	6	0.49
Gene00991	67	19.96
Gene00992	32	4.21
Gene00993	211	7.54
Gene00994	59	1.82
Gene00995	267	13.9
Gene00996	341	45.97
Gene00997	36	4.99
Gene00998	0	0
Gene00999	2	0.57
Gene01000	156	9.34
Gene01001	43	8.27
Gene01002	172	8.74
Gene01003	150	7.71
Gene01004	6.71	1.4
Gene01005	16.29	1.37
Gene01006	211	23.29
Gene01007	31	0.94
Gene01008	7	27.68
Gene01009	42	4.29
Gene01010	0	0
Gene01011	3	0.15
Gene01012	66	23.06
Gene01013	3	1.48
Gene01014	11	0.3
Gene01015	1	0.88
Gene01016	0	0
Gene01017	41	0.93
Gene01018	15	0.4
Gene01019	94	5.47
Gene01020	31	1.47
Gene01021	0	0
Gene01022	296	8.92
Gene01023	287	9.56
Gene01024	0	0
Gene01025	0	0
Gene01026	84	3.48
Gene01027	1.43	0.65
Gene01028	0	0
Gene01029	0	0
Gene01030	184	7.87
Gene01031	168	11.21
Gene01032	2	77.39
Gene01033	76	20.55
Gene01034	0	0
Gene01035	56.69	1.56
Gene01036	3.34	0.46
Gene01037	73	5.77
Gene01038	144	7.75
Gene01039	27	1.11
Gene01040	350	12.64
Gene01041	1	0.03
Gene01042	332	20.02
Gene01043	1	0.03
Gene01044	19	9.54
Gene01045	129	9.03
Gene01046	28	5.15
Gene01047	14	3.59
Gene01048	152	39.63
Gene01049	145	20.18
Gene01050	17	2.31
Gene01051	10	2.39
Gene01052	14	7.11
Gene01053	29	17.71
Gene01054	570	39.51
Gene01055	9	2.63
Gene01056	2	2.62
Gene01057	0	0
Gene01058	125	6.46
Gene01059	46	8.62
Gene01060	2	0.1
Gene01061	0	0
Gene01062	22	1.31
Gene01063	86	9.62
Gene01064	810	52.56
Gene01065	293	16.44
Gene01066	28	12.46
Gene01067	3	1.42
Gene01068	0	0
Gene01069	188	13.03
Gene01070	0	0
Gene01071	0	0
Gene01072	195	13.47
Gene01073	161	23.4
Gene01074	145	13.07
Gene01075	92	14.72
Gene01076	10	1.81
Gene01077	48	1.77
Gene01078	44	1.01
Gene01079	41	19.55
Gene01080	0	0
Gene01081	0	0
Gene01082	528	35.9
Gene01083	78	5.05
Gene01084	2	0.08
Gene01085	277	19.78
Gene01086	2215	52.47
Gene01087	693	76.91
Gene01088	1	0.04
Gene01089	15	1.56
Gene01090	264	10.13
Gene01091	0	0
Gene01092	678	18.97
Gene01093	0	0
Gene01094	14	5.3
Gene01095	0	0
Gene01096	0	0
Gene01097	0	0
Gene01098	0	0
Gene01099	167	10.36
Gene01100	0	0
Gene01101	15	3.69
Gene01102	0	0
Gene01103	211.18	21.43
Gene01104	0	0
Gene01105	223	16.25
Gene01106	0	0
Gene01107	11	0.28
Gene01108	246	30.92
Gene01109	156	12.64
Gene01110	0	0
Gene01111	398	20.44
Gene01112	86.94	7.1
Gene01113	21	3.59
Gene01114	87	15.88
Gene01115	44	1.45
Gene01116	162.82	10.1
Gene01117	0	0
Gene01118	79	4.37
Gene01119	219	8.11
Gene01120	341	10.52
Gene01121	16	1.44
Gene01122	6	0.92
Gene01123	569	12.37
Gene01124	149	16.67
Gene01125	326	10.85
Gene01126	0	0
Gene01127	115	6.04
Gene01128	81	2.62
Gene01129	0	0
Gene01130	132	36.36
Gene01131	0	0
Gene01132	0	0
Gene01133	0	0
Gene01134	9	5.86
Gene01135	20	3.92
Gene01136	0	0
Gene01137	2	0.06
Gene01138	45	11.73
Gene01139	171	21.18
Gene01140	1105	418.51
Gene01141	144	4.48
Gene01142	990	28.05
Gene01143	704	99.95
Gene01144	51	41
Gene01145	0	0
Gene01146	6	0.38
Gene01147	318	14.14
Gene01148	785	34.72
Gene01149	17	2.14
Gene01150	314	23.24
Gene01151	31	4.23
Gene01152	1	0.15
Gene01153	1	0.21
Gene01154	916	38.1
Gene01155	22	2.02
Gene01156	52	16.26
Gene01157	165	6.1
Gene01158	1070	51.03
Gene01159	206	5.15
Gene01160	57	3.62
Gene01161	0	0
Gene01162	0	0
Gene01163	0	0
Gene01164	1	0.1
Gene01165	37	4.6
Gene01166	10	1.49
Gene01167	174	8.3
Gene01168	55	1.89
Gene01169	185.16	8.04
Gene01170	90	6.21
Gene01171	25	2.19
Gene01172	0	0
Gene01173	19	1.12
Gene01174	5	4.02
Gene01175	201	31.93
Gene01176	0	0
Gene01177	19	4.54
Gene01178	178	19.2
Gene01179	99	3.4
Gene01180	0	0
Gene01181	0	0
Gene01182	267	12.62
Gene01183	1	0.16
Gene01184	48	6.88
Gene01185	1	0.04
Gene01186	139	8.49
Gene01187	13	1.29
Gene01188	121	14.32
Gene01189	603	14.35
Gene01190	64	14.43
Gene01191	285	19.13
Gene01192	1720	79.11
Gene01193	366	37.68
Gene01194	27	0.91
Gene01195	94	12.71
Gene01196	16	1.29
Gene01197	39	2.12
