GeneID	ExpectedReadCount	TPM
Gene00101	210.67	37.62
Gene00102	606	18.53
Gene00103	14	1.94
Gene00104	0	0
Gene00105	3	0.1
Gene00106	2	0.71
Gene00107	0	0
Gene00108	0	0
Gene00109	0	0
Gene00110	832	21
Gene00111	68	9.69
Gene00112	61	14.56
Gene00113	1	0.27
Gene00114	0	0
Gene00115	1113	38.04
Gene00116	1	0.02
Gene00117	2.57	0.96
Gene00118	0	0
Gene00119	0	0
Gene00120	8	0.69
Gene00121	77.52	2.51
Gene00122	0	0
Gene00123	803	38.77
Gene00124	1.01	0.5
Gene00125	30	3.29
Gene00126	4	2.2
Gene00127	1	0.3
Gene00128	0	0
Gene00129	140	4.02
Gene00130	0	0
Gene00131	1	0.33
Gene00132	0	0
Gene00133	32	4.82
Gene00134	10	1.72
Gene00135	1	0.09
Gene00136	0	0
Gene00137	0	0
Gene00138	0	0
Gene00139	4.67	28.48
Gene00140	0	0
Gene00141	113.11	20.74
Gene00142	153.89	44.34
Gene00143	516	36.39
Gene00144	4	0.74
Gene00145	176.06	19.46
Gene00146	134.26	14.94
Gene00147	182	7.84
Gene00148	0	0
Gene00149	0	0
Gene00150	0	0
Gene00151	0	0
Gene00152	160	5.46
Gene00153	0	0
Gene00154	0	0
Gene00155	0	0
Gene00156	0	0
Gene00157	0	0
Gene00158	23	20.2
Gene00159	0	0
Gene00160	0	0
Gene00161	1939	117.05
Gene00162	0	0
Gene00163	0	0
Gene00164	1269	77.78
Gene00165	0	0
Gene00166	0	0
Gene00167	0	0
Gene00168	0	0
Gene00169	8	0.65
Gene00170	0	0
Gene00171	4.99	2.25
Gene00172	0	0
Gene00173	0	0
Gene00174	0	0
Gene00175	103	13.47
Gene00176	346	14.06
Gene00177	198	13.09
Gene00178	0	0
Gene00179	1084	17.16
Gene00180	113	4.96
Gene00181	1376	27.46
Gene00182	127	6.62
Gene00183	0	0
Gene00184	0	0
Gene00185	24	4.45
Gene00186	42	4.41
Gene00187	0	0
Gene00188	276	13.49
Gene00189	942	33.05
Gene00190	308	30.89
Gene00191	158	21.01
Gene00192	0	0
Gene00193	0	0
Gene00194	14	0.34
Gene00195	678	10.79
Gene00196	359	22.7
Gene00197	130	6.64
Gene00198	0	0
Gene00199	251	32.3
Gene00200	575	16.59
Gene00201	202	6.05
Gene00202	0	0
Gene00203	3327	222.81
Gene00204	368	22.3
Gene00205	0	0
Gene00206	0	0
Gene00207	0	0
Gene00208	184	7.99
Gene00209	0	0
Gene00210	0	0
Gene00211	0	0
Gene00212	0	0
Gene00213	0	0
Gene00214	0	0
Gene00215	69.5	13.85
Gene00216	0	0
Gene00217	53.86	1.85
Gene00218	0	0
Gene00219	5353	96.64
Gene00220	94.64	3.26
Gene00221	0	0
Gene00222	0	0
Gene00223	0	0
Gene00224	45	15.39
Gene00225	1	0.38
Gene00226	0	0
Gene00227	80	16.28
Gene00228	0	0
Gene00229	10	5.04
Gene00230	1	0.18
Gene00231	0	0
Gene00232	0	0
Gene00233	0	0
Gene00234	67	1.69
Gene00235	55	8.36
Gene00236	0	0
Gene00237	53	4.9
Gene00238	42	4.76
Gene00239	1	0.03
Gene00240	3	1.14
Gene00241	224	9.42
Gene00242	310	41.22
Gene00243	190	22.45
Gene00244	9.51	1.69
Gene00245	369	69.25
Gene00246	635	60.64
Gene00247	369	15.35
Gene00248	6.5	0.22
Gene00249	10.93	0.84
Gene00250	0	0
Gene00251	3	0.18
Gene00252	0	0
Gene00253	0	0
Gene00254	367	15.72
Gene00255	2	0.1
Gene00256	101	4.83
Gene00257	41	3.44
Gene00258	66	3.22
Gene00259	0	0
Gene00260	1	0.07
Gene00261	0	0
Gene00262	1	0.54
Gene00263	0	0
Gene00264	0	0
Gene00265	44.49	4.95
Gene00266	29.51	3.36
Gene00267	0	0
Gene00268	0	0
Gene00269	1.96	0.69
Gene00270	23.99	2.06
Gene00271	19	1.53
Gene00272	1	0.14
Gene00273	3	0.6
Gene00274	2	0.23
Gene00275	0	0
Gene00276	0.67	0.26
Gene00277	0.67	0.26
Gene00278	0.23	0.21
Gene00279	0	0
Gene00280	0	0
Gene00281	10.18	1.57
Gene00282	36.1	1.05
Gene00283	0	0
Gene00284	1	0.34
Gene00285	0	0
Gene00286	4.17	1.63
Gene00287	1.81	0.26
Gene00288	21	4.69
Gene00289	0	0
Gene00290	3	0.52
Gene00291	0	0
Gene00292	2	0.31
Gene00293	0	0
Gene00294	73.79	45.77
Gene00295	0	0
Gene00296	817.56	144.4
Gene00297	0	0
Gene00298	8	0.57
Gene00299	3	0.63
Gene00300	0	0
Gene00301	23.04	2.89
Gene00302	0	0
Gene00303	0	0
Gene00304	0	0
Gene00305	0	0
Gene00306	0	0
Gene00307	0	0
Gene00308	0	0
Gene00309	0	0
Gene00310	0	0
Gene00311	13.26	1.71
Gene00312	16.5	11.96
Gene00313	5.69	0.63
Gene00314	0	0
Gene00315	1.28	1.68
Gene00316	0.87	1.15
Gene00317	0	0
Gene00318	0.48	0.92
Gene00319	9.46	0.9
Gene00320	7.26	0.4
Gene00321	0	0
Gene00322	0	0
Gene00323	0	0
Gene00324	0	0
Gene00325	46	7.13
Gene00326	35	5.51
Gene00327	0	0
Gene00328	136.14	5.19
Gene00329	5	1.12
Gene00330	1	0.44
Gene00331	0	0
Gene00332	7.35	0.31
Gene00333	8.57	1.11
Gene00334	18.71	2.57
Gene00335	0	0
Gene00336	0	0
Gene00337	5	0.65
Gene00338	5	0.16
Gene00339	0	0
Gene00340	0	0
Gene00341	0	0
Gene00342	3	2.35
Gene00343	6.95	1.63
Gene00344	5.63	4.6
Gene00345	41.69	1.41
Gene00346	0	0
Gene00347	0	0
Gene00348	0	0
Gene00349	0	0
Gene00350	0	0
Gene00351	0	0
Gene00352	2	4.34
Gene00353	0	0
Gene00354	11.1	1.16
Gene00355	0	0
Gene00356	33	4.36
Gene00357	30	5.86
Gene00358	13	2.73
Gene00359	54.15	19.73
Gene00360	1.85	1.99
Gene00361	0	0
Gene00362	0	0
Gene00363	0	0
Gene00364	209	3.17
Gene00365	168.37	7.98
Gene00366	0	0
Gene00367	0	0
Gene00368	283	39.15
Gene00369	2	0.14
Gene00370	0	0
Gene00371	517	43.85
Gene00372	21	6.12
Gene00373	24	13.94
Gene00374	235	7.21
Gene00375	1.26	0.32
Gene00376	4.74	0.82
Gene00377	2	0.35
Gene00378	67	6.07
Gene00379	38	16.17
Gene00380	772.85	46.07
Gene00381	2	0.3
Gene00382	0	0
Gene00383	3306	76.86
Gene00384	160	14.58
Gene00385	992	27.72
Gene00386	49	7.85
Gene00387	28	3.28
Gene00388	557	81.54
Gene00389	868	51.81
Gene00390	362.45	37.54
Gene00391	1.94	0.33
Gene00392	1.94	0.33
Gene00393	14	0.32
Gene00394	0	0
Gene00395	0	0
Gene00396	505	10.36
Gene00397	117	29.53
Gene00398	462	35.93
Gene00399	124	12.87
Gene00400	62	3.08
Gene00401	1.78	1.16
Gene00402	9.75	0.51
Gene00403	9.72	1.94
Gene00404	0	0
Gene00405	0	0
Gene00406	0	0
Gene00407	0	0
Gene00408	0	0
Gene00409	1053	31.55
Gene00410	5419	201.22
Gene00411	10	5.51
Gene00412	56	2.53
Gene00413	0	0
Gene00414	107	3.6
Gene00415	9	1.52
Gene00416	17	2.16
Gene00417	28	8.84
Gene00418	32	6.33
Gene00419	1	9.97
Gene00420	418	24.13
Gene00421	2	1.84
Gene00422	339.35	11.31
Gene00423	408.65	7.89
Gene00424	4	0.33
Gene00425	45	1.93
Gene00426	0	0
Gene00427	126	7.35
Gene00428	4	0.91
Gene00429	106	21.95
Gene00430	130	10.28
Gene00431	6	0.31
Gene00432	7	2.55
Gene00433	1255	20.23
Gene00434	355.21	18.64
Gene00435	8.96	2.05
Gene00436	97.83	13.61
Gene00437	0	0
Gene00438	7	1.07
Gene00439	0	0
Gene00440	248	20.49
Gene00441	1	0.37
Gene00442	804	32.34
Gene00443	36	1.36
Gene00444	675	29.62
Gene00445	0	0
Gene00446	14.33	1.76
Gene00447	0	0
Gene00448	0	0
Gene00449	125	32.56
Gene00450	845	25.31
Gene00451	25	3.66
Gene00452	105	7.57
Gene00453	0	0
Gene00454	67.82	5.72
Gene00455	99.18	10.14
Gene00456	9	1.83
Gene00457	223	12.88
Gene00458	131	29.81
Gene00459	0	0
Gene00460	0	0
Gene00461	0	0
Gene00462	0	0
Gene00463	0	0
Gene00464	0	0
Gene00465	93	8.57
Gene00466	106	18.79
Gene00467	118	27.63
Gene00468	3	0.18
Gene00469	734	41.14
Gene00470	1	5.35
Gene00471	0	0
Gene00472	1.19	0.19
Gene00473	66	8.95
Gene00474	1	0.02
Gene00475	35	22.47
Gene00476	381	52.86
Gene00477	122	24.62
Gene00478	56	1.96
Gene00479	0	0
Gene00480	596	15.72
Gene00481	0	0
Gene00482	73	3.59
Gene00483	196	38.43
Gene00484	56	8.35
Gene00485	22	5.08
Gene00486	82	11.51
Gene00487	0	0
Gene00488	0	0
Gene00489	0	0
Gene00490	25	1.9
Gene00491	583	69.41
Gene00492	149	11.47
Gene00493	55	3.31
Gene00494	0	0
Gene00495	9.07	3.89
Gene00496	3290.84	36.67
Gene00497	454.96	33.27
Gene00498	19	1.97
Gene00499	65	19.89
Gene00500	10	2.65
Gene00501	74	5.14
Gene00502	0	0
Gene00503	61	10.58
Gene00504	505	26.35
Gene00505	0	0
Gene00506	0	0
Gene00507	258	11.68
Gene00508	0	0
Gene00509	0	0
Gene00510	94	11.9
Gene00511	0	0
Gene00512	12	0.77
Gene00513	630	50.47
Gene00514	0	0
Gene00515	106	13.75
Gene00516	6	1.41
Gene00517	14	1.98
Gene00518	1	0.63
Gene00519	137	14.1
Gene00520	0	0
Gene00521	14	2.34
Gene00522	0	0
Gene00523	1	0.08
Gene00524	31	2.34
Gene00525	341	46.5
Gene00526	557	11.58
Gene00527	273.59	10.34
Gene00528	180.41	9.18
Gene00529	843	18.99
Gene00530	81	15.69
Gene00531	26.87	2.83
Gene00532	402.13	6.66
Gene00533	1	2.17
Gene00534	0	0
Gene00535	165	5.85
Gene00536	0	0
Gene00537	345	9.61
Gene00538	915	28.46
Gene00539	507	72.88
Gene00540	494	16.27
Gene00541	6	32.11
Gene00542	0	0
Gene00543	0	0
Gene00544	0	0
Gene00545	0	0
Gene00546	300	21.35
Gene00547	0	0
Gene00548	22	0.5
Gene00549	99	24.99
Gene00550	62	16.78
Gene00551	331	13.32
Gene00552	549	69.52
Gene00553	549	56.86
Gene00554	4.4	0.87
Gene00555	15.6	1.43
Gene00556	0	0
Gene00557	201.41	15.24
Gene00558	59	3.32
Gene00559	1543	54.14
Gene00560	1018	219.25
Gene00561	0	0
Gene00562	1	2.17
Gene00563	0	0
Gene00564	20	6.12
Gene00565	0	0
Gene00566	123	61.98
Gene00567	13	1.5
Gene00568	772	47.87
Gene00569	257	31.38
Gene00570	524	22.52
Gene00571	464.72	46.13
Gene00572	145	16.29
Gene00573	29	142.88
Gene00574	262.88	64.67
Gene00575	107	20.56
Gene00576	205	25.16
Gene00577	570	32.48
Gene00578	0	0
Gene00579	5	1.69
Gene00580	67	10.52
Gene00581	5380.72	125.46
Gene00582	318	11.95
Gene00583	0	0
Gene00584	0	0
Gene00585	620	29.84
Gene00586	0	0
Gene00587	0	0
Gene00588	1883	96.16
Gene00589	540	41.52
Gene00590	21	4.39
Gene00591	0	0
Gene00592	59	2.59
Gene00593	578	36.55
Gene00594	155	28.75
Gene00595	35	2.02
Gene00596	68.41	3.75
Gene00597	158.59	6.53
Gene00598	166	7.88
Gene00599	827	25.86
Gene00600	1657	46.54
Gene00601	26	5.78
Gene00602	2	12.19
Gene00603	5	0.21
Gene00604	5	3.92
Gene00605	626	85.13
Gene00606	0	0
Gene00607	22	2.46
Gene00608	455	16.92
Gene00609	0	0
Gene00610	7.56	1.72
Gene00611	0	0
Gene00612	264	16.83
Gene00613	150	3.21
Gene00614	0	0
Gene00615	23	0.9
Gene00616	2	0.06
Gene00617	33	24.55
Gene00618	574	30.49
Gene00619	0	0
Gene00620	6.03	0.84
Gene00621	79	25.6
Gene00622	57	10.33
Gene00623	0	0
Gene00624	0	0
Gene00625	155	5.28
Gene00626	9	3.62
Gene00627	193	11.25
Gene00628	224	17.95
Gene00629	1505	224.44
Gene00630	0	0
Gene00631	76	7.3
Gene00632	60	41.38
Gene00633	105	51.43
Gene00634	35	9.12
Gene00635	88	31.38
Gene00636	0	0
Gene00637	103	3.07
Gene00638	345	9.85
Gene00639	102	24.47
Gene00640	0	0
Gene00641	4	0.18
Gene00642	75	8.53
Gene00643	47	5.3
Gene00644	28	2.48
Gene00645	0	0
Gene00646	44	5.8
Gene00647	581	130.36
Gene00648	8	1.46
Gene00649	208	27.89
Gene00650	1084	21.19
Gene00651	418	11.58
Gene00652	0	0
Gene00653	192.02	4.92
Gene00654	23	0.6
Gene00655	764	69.88
Gene00656	13.78	0.67
Gene00657	29.22	0.76
Gene00658	0	0
Gene00659	0	0
Gene00660	14	5.81
Gene00661	67	4.33
Gene00662	14	4.51
Gene00663	1	0.57
Gene00664	33	26.98
Gene00665	153	16.38
Gene00666	96	13.09
Gene00667	22	4.21
Gene00668	700.57	42.29
Gene00669	191	13.86
Gene00670	0	0
Gene00671	462	27.27
Gene00672	131	17.13
Gene00673	175	35.03
Gene00674	0	0
Gene00675	448	24.36
Gene00676	6	0.73
Gene00677	87	14.17
Gene00678	89	6.62
Gene00679	0	0
Gene00680	0	0
Gene00681	8	5.8
Gene00682	0	0
Gene00683	147	13.79
Gene00684	38	23.84
Gene00685	69	4.42
Gene00686	0	0
Gene00687	271	14.56
Gene00688	150.04	14.02
Gene00689	1510	21.05
Gene00690	480	36.21
Gene00691	0	0
Gene00692	622	71.04
Gene00693	0	0
Gene00694	0	0
Gene00695	120	13.29
Gene00696	1	0.09
Gene00697	62	12.67
Gene00698	1017	124.81
Gene00699	0	0
Gene00700	0.22	0.44
Gene00701	65	4.52
Gene00702	146	8.1
Gene00703	0	0
Gene00704	14	22.7
Gene00705	0	0
Gene00706	499	19.77
Gene00707	11	1.01
Gene00708	147	10.95
Gene00709	38	1.95
Gene00710	6883	199.68
Gene00711	134	11.13
Gene00712	148	19.46
Gene00713	1540	186.12
Gene00714	42	45.3
Gene00715	0	0
Gene00716	2105	130.37
Gene00717	0	0
Gene00718	13	1.09
Gene00719	0	0
Gene00720	9	1.74
Gene00721	132	13.18
Gene00722	56	30.85
Gene00723	0	0
Gene00724	37	4.55
Gene00725	130	27.03
Gene00726	12.44	1.36
Gene00727	2.84	1.07
Gene00728	0	0
Gene00729	1201	73.62
Gene00730	0	0
Gene00731	1580.54	61.56
Gene00732	106	5.73
Gene00733	19.63	3.87
Gene00734	745	38.33
Gene00735	189	4.74
Gene00736	3	0.33
Gene00737	451	43.68
Gene00738	92	9.74
Gene00739	38	8.11
Gene00740	187	25.29
Gene00741	30	141.98
Gene00742	0	0
Gene00743	0	0
Gene00744	151	13.35
Gene00745	0	0
Gene00746	881	21.9
Gene00747	3406	77.08
Gene00748	1060	1143.24
Gene00749	1	0.14
Gene00750	66	5.37
Gene00751	199	12.77
Gene00752	95	10.4
Gene00753	41	2.73
Gene00754	197	5.21
Gene00755	168	48.41
Gene00756	161	11.75
Gene00757	608	18.7
Gene00758	41	2.38
Gene00759	179	63.82
Gene00760	0	0
Gene00761	8	9.59
Gene00762	8	2.66
Gene00763	15	1.79
Gene00764	0	0
Gene00765	0	0
Gene00766	0	0
Gene00767	0	0
Gene00768	223.18	10.4
Gene00769	8	0.37
Gene00770	0	0
Gene00771	397	35.04
Gene00772	0	0
Gene00773	150	21.96
Gene00774	1	0.21
Gene00775	0	0
Gene00776	0	0
Gene00777	0	0
Gene00778	1083	36.09
Gene00779	191	10.94
Gene00780	708	58.28
Gene00781	73	28.01
Gene00782	377	11.52
Gene00783	633	42.51
Gene00784	6	7.33
Gene00785	44	6.77
Gene00786	22	13.96
Gene00787	632	41.91
Gene00788	181	19.12
Gene00789	280	21.05
Gene00790	11	2.11
Gene00791	0	0
Gene00792	514	27.67
Gene00793	0	0
Gene00794	85	22.38
Gene00795	73	26.6
Gene00796	1	29.15
Gene00797	64	11.87
Gene00798	95	1.76
Gene00799	0	0
Gene00800	5114	390.07
Gene00801	10	1.41
Gene00802	1509	93.58
Gene00803	500	100.5
Gene00804	171	9.73
Gene00805	151	11.46
Gene00806	14	0.89
Gene00807	16	2.81
Gene00808	339	11.11
Gene00809	0	0
Gene00810	104	7.93
Gene00811	49	5.85
Gene00812	366	127.77
Gene00813	0	0
Gene00814	0	0
Gene00815	0	0
Gene00816	12	3.14
Gene00817	0	0
Gene00818	20	0.81
Gene00819	12	2.01
Gene00820	24	3.16
Gene00821	16	0.57
Gene00822	82.69	10.07
Gene00823	5.31	2.21
Gene00824	4.56	0.24
Gene00825	4	0.29
Gene00826	48	10.34
Gene00827	238	48.04
Gene00828	5	0.25
Gene00829	69	13.59
Gene00830	0	0
Gene00831	181	14.7
Gene00832	1	0.51
Gene00833	30	13.2
Gene00834	2	0.51
Gene00835	1	0.66
Gene00836	517	37.63
Gene00837	8	0.63
Gene00838	5	0.47
Gene00839	0	0
Gene00840	3152	87.56
Gene00841	6	0.63
Gene00842	2044	33.27
Gene00843	0	0
Gene00844	0	0
Gene00845	66	9.4
Gene00846	99	10.21
Gene00847	147	10.1
Gene00848	421	12.05
Gene00849	0	0
Gene00850	0	0
Gene00851	142	18.62
Gene00852	40	1.91
Gene00853	729.41	123.38
Gene00854	1217.59	223.27
Gene00855	5947.58	281.47
Gene00856	954.42	87.8
Gene00857	71	14.89
Gene00858	0	0
Gene00859	4	14.07
Gene00860	7	8.87
Gene00861	297	16.84
Gene00862	0	0
Gene00863	520	28.87
Gene00864	235	17.67
Gene00865	279	22.13
Gene00866	1956.76	172.38
Gene00867	0	0
Gene00868	0	0
Gene00869	38	5.76
Gene00870	99	11.53
Gene00871	203	16.35
Gene00872	192	10.3
Gene00873	147	24.52
Gene00874	0	0
Gene00875	0	0
Gene00876	7	1.25
Gene00877	104	24.35
Gene00878	299	35.6
Gene00879	80	3.83
Gene00880	0	0
Gene00881	1663	50.26
Gene00882	343	14.86
Gene00883	0	0
Gene00884	943	36.58
Gene00885	228	32.87
Gene00886	6	0.21
Gene00887	712	60.71
Gene00888	2969	122.11
Gene00889	1170	46.02
Gene00890	1	0.18
Gene00891	14	0.85
Gene00892	52	37.7
Gene00893	574	22.78
Gene00894	157	13.68
Gene00895	0	0
Gene00896	74	40.77
Gene00897	39	10.33
Gene00898	8	0.44
Gene00899	47	0.93
Gene00900	0	0
Gene00901	3	1.03
Gene00902	453	23.98
Gene00903	159	11.03
Gene00904	31	29.36
Gene00905	169	7.69
Gene00906	0	0
Gene00907	0	0
Gene00908	110	27.91
Gene00909	1	2.42
Gene00910	0	0
Gene00911	3	2.52
Gene00912	36547	1282.29
Gene00913	594.35	12.48
Gene00914	27.65	3.62
Gene00915	164	18.69
Gene00916	36	4.22
Gene00917	0	0
Gene00918	375	33.97
Gene00919	37	7.31
Gene00920	14	39.23
Gene00921	11	0.98
Gene00922	1415	157.1
Gene00923	6	0.81
Gene00924	2	38.59
Gene00925	522	18.08
Gene00926	21	3.82
Gene00927	14	2.14
Gene00928	9347	1319.86
Gene00929	30	10.19
Gene00930	99	11.76
Gene00931	14	0.75
Gene00932	9	1.07
Gene00933	62	3.5
Gene00934	388	23.42
Gene00935	105	11.45
Gene00936	0	0
Gene00937	28	5.34
Gene00938	7	0.57
Gene00939	42	2.24
Gene00940	154	5.61
Gene00941	335	41.65
Gene00942	6	0.8
Gene00943	107	4.76
Gene00944	1	0.22
Gene00945	0	0
Gene00946	975	28.37
Gene00947	101	15.6
Gene00948	628	21.64
Gene00949	33	3.98
Gene00950	15	0.92
Gene00951	0	0
Gene00952	4	0.34
Gene00953	6.5	0.83
Gene00954	6.5	0.83
Gene00955	0	0
Gene00956	0	0
Gene00957	146.1	5.79
Gene00958	1798	60.94
Gene00959	104	11.77
Gene00960	5	7.28
Gene00961	536	25.49
Gene00962	592	23
Gene00963	58	4.48
Gene00964	10	0.27
Gene00965	0	0
Gene00966	4	1.2
Gene00967	27	7.56
Gene00968	752	242.14
Gene00969	118	29.63
Gene00970	76	13.13
Gene00971	4	0.13
Gene00972	14	1.71
Gene00973	528	41.95
Gene00974	0	0
Gene00975	10	2.97
Gene00976	278	29.96
Gene00977	31	3.43
Gene00978	12	1.77
Gene00979	10	0.21
Gene00980	226	33.39
Gene00981	9	6.7
Gene00982	1	0.06
Gene00983	36	9.13
Gene00984	434	96.04
Gene00985	303	16.42
Gene00986	33	2.18
Gene00987	0	0
Gene00988	0	0
Gene00989	1582	3020.93
Gene00990	17	1.58
Gene00991	92	31.46
Gene00992	65	9.69
Gene00993	294	11.81
Gene00994	65	2.25
Gene00995	607	35.56
Gene00996	593	90.7
Gene00997	37	5.83
Gene00998	0	0
Gene00999	4	1.3
Gene01000	212	14.3
Gene01001	65	14.25
Gene01002	167	9.55
Gene01003	208	12.04
Gene01004	2.68	0.64
Gene01005	18.32	1.75
Gene01006	320	39.99
Gene01007	35.29	1.2
Gene01008	6	27.3
Gene01009	50	5.78
Gene01010	0	0
Gene01011	1	0.06
Gene01012	90	36.18
Gene01013	3	1.71
Gene01014	13	0.39
Gene01015	3	3.08
Gene01016	0	0
Gene01017	46	1.17
Gene01018	24	0.73
Gene01019	149	9.77
Gene01020	78	4.16
Gene01021	0	0
Gene01022	456	15.43
Gene01023	459	17.18
Gene01024	0	0
Gene01025	3	0.13
Gene01026	126.98	5.92
Gene01027	1.41	0.74
Gene01028	0	0
Gene01029	0	0
Gene01030	273	13.13
Gene01031	241	18.12
Gene01032	0	0
Gene01033	107	33.16
Gene01034	0	0
Gene01035	94.03	2.9
Gene01036	14.65	2.3
Gene01037	83	7.41
Gene01038	213	12.91
Gene01039	39	1.8
Gene01040	547	22.19
Gene01041	2	0.07
Gene01042	385	26.15
Gene01043	16	0.45
Gene01044	36	20.9
Gene01045	188	14.84
Gene01046	31	6.5
Gene01047	28	8.21
Gene01048	253.59	75.73
Gene01049	250	39.5
Gene01050	21	3.24
Gene01051	5	1.37
Gene01052	14	8.22
Gene01053	22	15.55
Gene01054	792	61.89
Gene01055	17	5.7
Gene01056	2	3.04
Gene01057	0	0
Gene01058	221	12.85
Gene01059	55	11.74
Gene01060	0	0
Gene01061	0	0
Gene01062	48	3.23
Gene01063	123	15.57
Gene01064	575	42.04
Gene01065	358	22.61
Gene01066	37	19.01
Gene01067	11	6
Gene01068	0	0
Gene01069	204	15.94
Gene01070	0	0
Gene01071	0	0
Gene01072	236	18.38
Gene01073	303	50.02
Gene01074	249	25.35
Gene01075	166	30.21
Gene01076	2	0.41
Gene01077	45	1.87
Gene01078	84	2.17
Gene01079	43	23.69
Gene01080	0	0
Gene01081	0	0
Gene01082	962	73.73
Gene01083	156	11.37
Gene01084	1	0.05
Gene01085	357	28.74
Gene01086	3166	84.18
Gene01087	941	118.21
Gene01088	0	0
Gene01089	27	3.17
Gene01090	353	15.23
Gene01091	0	0
Gene01092	826	25.95
Gene01093	1	0.07
Gene01094	11	4.8
Gene01095	0	0
Gene01096	0	0
Gene01097	1	0.24
Gene01098	0	0
Gene01099	211	14.75
Gene01100	1	0.06
Gene01101	7	1.97
Gene01102	0	0
Gene01103	362.68	41.62
Gene01104	0	0
Gene01105	296	24.33
Gene01106	0	0
Gene01107	44	1.26
Gene01108	360	51.29
Gene01109	279	25.52
Gene01110	0	0
Gene01111	470	27.17
Gene01112	137.84	12.71
Gene01113	22	4.28
Gene01114	89	18.51
Gene01115	101	3.75
Gene01116	226.5	15.83
Gene01117	0	0
Gene01118	125	7.79
Gene01119	299	12.44
Gene01120	486	16.84
Gene01121	12	1.22
Gene01122	10	1.74
Gene01123	844	20.59
Gene01124	178	22.54
Gene01125	472	17.65
Gene01126	0	0
Gene01127	116	6.86
Gene01128	144	5.24
Gene01129	0	0
Gene01130	197	62.22
Gene01131	0	0
Gene01132	0	0
Gene01133	0	0
Gene01134	11	8.29
Gene01135	16	3.57
Gene01136	0	0
Gene01137	0	0
Gene01138	66	19.71
Gene01139	226	31.73
Gene01140	1186	517.42
Gene01141	189	6.61
Gene01142	1868	59.43
Gene01143	1256	202.44
Gene01144	36	33.57
Gene01145	0	0
Gene01146	13	0.93
Gene01147	299	14.95
Gene01148	901	44.82
Gene01149	31	4.43
Gene01150	503	41.99
Gene01151	48	7.44
Gene01152	0	0
Gene01153	0	0
Gene01154	1585	74.13
Gene01155	20	2.07
Gene01156	67	24.06
Gene01157	189	7.85
Gene01158	1438	77.15
Gene01159	279	7.84
Gene01160	132	9.44
Gene01161	0	0
Gene01162	0	0
Gene01163	0	0
Gene01164	0	0
Gene01165	44	6.19
Gene01166	7	1.18
Gene01167	314	16.85
Gene01168	51	1.97
Gene01169	290.43	14.18
Gene01170	126	9.8
Gene01171	20	1.98
Gene01172	0	0
Gene01173	32	2.12
Gene01174	12	11.19
Gene01175	215	38.83
Gene01176	0	0
Gene01177	33	9.03
Gene01178	253	30.89
Gene01179	256	9.88
Gene01180	0	0
Gene01181	0	0
Gene01182	351	18.66
Gene01183	0	0
Gene01184	61	9.93
Gene01185	0	0
Gene01186	168	11.56
Gene01187	63	7.06
Gene01188	152	20.38
Gene01189	738	19.71
Gene01190	98	25.26
Gene01191	396	29.97
Gene01192	2461	127.32
Gene01193	417	48.56
Gene01194	42	1.58
